Horizonte,Bloco,Target_QID,Target_Periodo,Modelo,Alpha,N_Treino,Feature,Beta_Padronizado,Importancia_Normalizada,Rank_Importancia
H1,Validação,57,1T20,Ridge Contábil,0.1,318,Receita_t_1,-5650.364115672181,0.14295654305129657,3
H1,Validação,57,1T20,Ridge Contábil,0.1,318,Receita_t_4,-2031.8116582897403,0.051405673130831435,5
H1,Validação,57,1T20,Ridge Contábil,0.1,318,Despesas_t,-916.8881742577524,0.023197649049367518,9
H1,Validação,57,1T20,Ridge Contábil,0.1,318,Despesas_t_1,162.1520397719098,0.004102513498238679,18
H1,Validação,57,1T20,Ridge Contábil,0.1,318,Despesas_t_4,278.31508964052045,0.007041486580248001,16
H1,Validação,57,1T20,Ridge Contábil,0.1,318,EBIT_t,38.11518453249542,0.0009643298921948485,20
H1,Validação,57,1T20,Ridge Contábil,0.1,318,EBIT_t_1,-523.7399664886264,0.013250837208764374,11
H1,Validação,57,1T20,Ridge Contábil,0.1,318,EBIT_t_4,1447.5584003443535,0.03662382468487621,8
H1,Validação,57,1T20,Ridge Contábil,0.1,318,Trimestre_Sin,88.0732927519355,0.0022282906391889574,19
H1,Validação,57,1T20,Ridge Contábil,0.1,318,Trimestre_Cos,-494.5404018973888,0.012512076179012614,12
H1,Validação,57,1T20,Ridge Contábil,0.1,318,Segmento=CORPORATIVO / OUTROS NEGÓCIOS,369.6453847021719,0.009352180721472453,14
H1,Validação,57,1T20,Ridge Contábil,0.1,318,Segmento=DISTRIBUIÇÃO,605.5311318773462,0.015320187434120117,10
H1,Validação,57,1T20,Ridge Contábil,0.1,318,Segmento=E&P,478.2374874300597,0.012099605717605351,13
H1,Validação,57,1T20,Ridge Contábil,0.1,318,Segmento=GÁS & ENERGIA / G&EBC,281.3905853295034,0.007119297889902664,15
H1,Validação,57,1T20,Ridge Contábil,0.1,318,Segmento=INTERNACIONAL,189.6393422997733,0.0047979535914336405,17
H1,Validação,57,1T20,Ridge Contábil,0.1,318,Segmento=REFINO / RTC,1847.1752678167916,0.046734296284466535,7
H1,Validação,57,1T20,Ridge + Brent e Câmbio,10.0,318,Custo_t,5652.348024405214,0.18755218809499247,1
H1,Validação,57,1T20,Ridge + Brent e Câmbio,10.0,318,Custo_t_1,2027.0479759336838,0.06726006283024184,4
H1,Validação,57,1T20,Ridge + Brent e Câmbio,10.0,318,Custo_t_4,1553.5901923139368,0.05155012372085144,5
