Horizonte,Bloco,Modelo,Segmento,N,WMAPE,MAE,RMSE,R2,Bias,Bias_Pct,SSE,SST_POOLED
H3,Validação,Ridge Contábil,E&P,16,0.26358898454171253,7984.225661949209,10684.841649269152,-1.7267217359914024,-2282.3576253634637,-0.07534911390314068,1826653457.1193075,669908275.9375
H3,Validação,Ridge Contábil,GÁS & ENERGIA / G&EBC,16,0.44083577505636007,4310.023820490092,5500.341387910098,-0.3942873816465764,-775.9386973793312,-0.0793641871372637,484060086.13690853,347173826.9375
H3,Validação,Ridge Contábil,REFINO / RTC,16,0.2246640224987236,18671.588204345015,24491.072979599023,0.3534173380595118,-13956.892685422335,-0.16793491897814644,9597002491.072725,14842653624.9375
H3,Teste,Baseline Sazonal,CORPORATIVO / OUTROS NEGÓCIOS,14,0.21568299615448921,92.14285714285714,136.08085831592922,-7.424833976690584,66.14285714285714,0.15482360809229226,259252.0,30772.35714285714
H3,Teste,Baseline Sazonal,E&P,14,0.12372538984654276,4558.785714285715,5460.865518787815,-0.49251987502084993,-863.0714285714286,-0.023423748264979335,417494731.0,279724738.0
H3,Teste,Baseline Sazonal,GÁS & ENERGIA / G&EBC,14,0.3845816129200857,2627.9285714285716,3781.874072467247,-22.274784024834815,1970.5,0.2883708775414206,200236001.0,8603130.357142856
H3,Teste,Baseline Sazonal,REFINO / RTC,14,0.13066557967214715,14150.214285714286,18257.377939186277,-2.2210345723886755,4399.785714285715,0.040628398919073654,4666645889.0,1448803415.2142859
H3,Teste,Baseline Último,CORPORATIVO / OUTROS NEGÓCIOS,14,0.240093629827788,102.57142857142857,141.23081412051286,-8.074572958569032,50.57142857142857,0.11837485370339408,279246.0,30772.35714285714
H3,Teste,Baseline Último,E&P,14,0.12426043532540845,4578.5,5153.612152101254,-0.32929270989253734,-935.3571428571429,-0.025385581687486915,371836055.0,279724738.0
H3,Teste,Baseline Último,GÁS & ENERGIA / G&EBC,14,0.2822766947159358,1928.857142857143,3033.67184401063,-13.976444927749515,1406.142857142857,0.205780588511995,128844308.0,8603130.357142856
